market,strategy,years,variant,Starting Capital,Final Equity,Total Return,Invested Return,CAGR,Volatility (ann.),sharpe,Sortino,Calmar,Probabilistic Sharpe,Deflated Sharpe,Max Drawdown,Hit Rate,Alpha (ann.),Beta,Avg Exposure,Benchmark Return,Trades,Unique Tickers,Median Trade Return,Avg Trade Return,Best Trade,Worst Trade,Profit Factor,Expectancy,Winning Trades,Losing Trades,Regime Bull Trades,Regime Bull Win Rate,Regime Bull Avg Return,Total Fees,Fee Stt,Fee Stamp Duty,Fee Exchange Txn,Fee Sebi,Fee Gst,Fee Ipft,Fees Pct Capital,Fees Pct Net Pnl,Regime Bear Trades,Regime Bear Win Rate,Regime Bear Avg Return,Regime Pullback Trades,Regime Pullback Win Rate,Regime Pullback Avg Return,Fee Commission
india,ma_timing_200,2,base,"100,000.00","88,729.63",-11.27%,-2.60%,-5.86%,+27.85%,-0.077,-0.106,-0.196,+45.69%,+45.69%,-29.83,+36.21%,-3.17%,+1.186,+99.76%,+0.09%,58,53,-8.64%,-3.37%,+90.22%,-61.08%,+0.784,-3.37%,21,35,29,+20.69%,-9.35%,951.35,854.66,64.87,25.38,0.85,4.72,0.85,+0.95%,-8.44%,21,+61.90%,+9.08%,8,+25.00%,-14.38%,
india,ma_timing_200,3,base,"100,000.00","253,923.21",+153.92%,+22.64%,+37.29%,+19.40%,1.732,+2.511,+2.247,+99.76%,+99.76%,-16.59,+44.12%,+31.48%,+0.726,+99.84%,+25.39%,68,63,-2.96%,+22.64%,+382.40%,-61.08%,+3.364,+22.64%,30,38,39,+38.46%,+37.01%,"1,672.20","1,513.97",101.88,44.96,1.51,8.37,1.51,+1.67%,+1.09%,20,+60.00%,+11.11%,9,+33.33%,-14.03%,
india,ma_timing_200,3,trail15,"100,000.00","170,263.14",+70.26%,+2.62%,+19.84%,+20.03%,1.004,+1.380,+0.997,+95.36%,+95.36%,-19.9,+40.89%,+13.92%,+0.818,+99.85%,+25.73%,269,89,-3.28%,+2.67%,+127.53%,-58.72%,+1.485,+2.67%,110,159,176,+39.77%,+2.53%,"6,041.09","5,436.67",402.03,161.47,5.44,30.04,5.44,+6.04%,+8.60%,68,+45.59%,+5.20%,25,+36.00%,-3.15%,
india,ma_timing_200,5,base,"100,000.00","325,804.67",+225.80%,+21.77%,+27.20%,+20.27%,1.289,+1.837,+0.698,+99.73%,+99.73%,-38.97,+47.62%,+21.49%,+0.751,+99.91%,+47.44%,105,89,-2.16%,+22.19%,+594.12%,-60.04%,+3.318,+22.19%,50,55,57,+52.63%,+37.71%,"2,541.35","2,300.32",155.40,68.32,2.30,12.71,2.30,+2.54%,+1.13%,34,+47.06%,+6.04%,14,+28.57%,-1.77%,
india,ma_timing_200,5,trail15,"100,000.00","279,960.92",+179.96%,+4.00%,+23.33%,+18.75%,1.213,+1.737,+0.697,+99.59%,+99.59%,-33.48,+38.11%,+18.29%,+0.666,+99.91%,+47.84%,454,123,-4.54%,+3.98%,+225.11%,-58.72%,+1.679,+3.98%,173,281,281,+36.30%,+2.31%,"10,196.68","9,180.64",674.29,272.66,9.18,50.73,9.18,+10.20%,+5.67%,121,+35.54%,+2.40%,52,+53.85%,+16.69%,
india,max_avoidance,1,base,"100,000.00","98,144.45",-1.86%,-1.28%,-1.88%,+11.76%,-0.102,-0.138,-0.199,+45.96%,+45.96%,-9.42,+40.00%,-1.39%,+0.536,+59.44%,-0.48%,15,15,-5.44%,-1.13%,+29.87%,-53.81%,+0.836,-1.13%,6,9,5,+20.00%,-10.14%,320.42,287.98,21.71,8.55,0.29,1.59,0.29,+0.32%,-17.27%,10,+50.00%,+3.38%,,,,
india,max_avoidance,1,invvol2,"100,000.00","105,169.09",+5.17%,+3.98%,+5.23%,+9.71%,0.574,+0.846,+0.788,+71.59%,+71.59%,-6.64,+50.00%,+5.44%,+0.424,+54.56%,-0.21%,14,14,+0.48%,+4.56%,+29.87%,-11.21%,+1.967,+4.56%,7,7,4,+25.00%,+0.78%,293.89,264.61,19.44,7.86,0.26,1.46,0.26,+0.29%,+5.69%,10,+60.00%,+6.07%,,,,
india,max_avoidance,2,base,"100,000.00","111,837.81",+11.84%,+3.97%,+5.81%,+16.40%,0.427,+0.599,+0.241,+72.53%,+72.53%,-24.16,+45.16%,+6.56%,+0.707,+70.16%,+0.09%,31,25,-2.11%,+6.72%,+131.84%,-51.72%,+1.503,+6.72%,14,17,12,+16.67%,-12.71%,675.02,607.75,44.64,18.05,0.61,3.36,0.61,+0.68%,+5.70%,19,+63.16%,+19.00%,,,,
india,max_avoidance,2,invvol2,"100,000.00","115,974.54",+15.97%,+6.11%,+7.77%,+14.63%,0.585,+0.831,+0.340,+79.42%,+79.42%,-22.84,+50.00%,+8.24%,+0.609,+67.76%,+0.37%,30,25,-0.49%,+9.31%,+131.84%,-42.68%,+1.939,+9.31%,15,15,11,+18.18%,-9.16%,597.98,538.76,39.16,16.00,0.54,2.98,0.54,+0.60%,+3.74%,19,+68.42%,+20.00%,,,,
india,max_avoidance,3,base,"100,000.00","206,953.00",+106.95%,+21.83%,+28.06%,+14.31%,1.801,+2.730,+2.222,+99.87%,+99.87%,-12.63,+61.22%,+23.06%,+0.585,+77.95%,+25.39%,49,33,+12.64%,+21.83%,+134.60%,-51.72%,+5.108,+21.83%,30,19,30,+60.00%,+25.62%,"1,200.87","1,086.99",73.41,32.28,1.09,6.01,1.09,+1.20%,+1.12%,16,+62.50%,+10.22%,3,+66.67%,+45.85%,
india,max_avoidance,5,base,"100,000.00","266,318.64",+166.32%,+18.90%,+22.08%,+13.64%,1.532,+2.174,+1.287,+99.95%,+99.95%,-17.16,+63.64%,+17.01%,+0.584,+86.64%,+47.44%,88,50,+13.49%,+18.90%,+147.76%,-51.72%,+4.146,+18.90%,56,32,51,+54.90%,+11.10%,"2,129.73","1,926.20",131.83,57.21,1.93,10.64,1.93,+2.13%,+1.28%,16,+62.50%,+10.52%,21,+85.71%,+44.22%,
india,pead_drift,1,base,"100,000.00","88,159.96",-11.84%,-3.13%,-11.97%,+21.60%,-0.482,-0.642,-0.441,+31.56%,+31.56%,-27.18,+37.50%,-10.24%,+1.048,+99.60%,-0.48%,40,35,-3.07%,-2.81%,+40.52%,-37.89%,+0.640,-2.81%,15,24,30,+36.67%,-4.60%,830.18,745.67,56.75,22.15,0.75,4.12,0.75,+0.83%,-7.01%,10,+40.00%,+2.57%,,,,
india,pead_drift,2,base,"100,000.00","75,152.65",-24.85%,-3.44%,-13.43%,+25.22%,-0.445,-0.593,-0.380,+26.49%,+26.49%,-35.37,+38.75%,-11.56%,+1.162,+99.78%,+0.09%,80,69,-1.92%,-3.02%,+51.99%,-42.83%,+0.572,-3.02%,31,46,50,+32.00%,-5.64%,"1,579.56","1,418.61",108.14,42.13,1.42,7.84,1.42,+1.58%,-6.36%,20,+60.00%,+2.87%,10,+30.00%,-1.69%,
india,pead_drift,3,base,"100,000.00","148,188.61",+48.19%,+4.02%,+14.31%,+18.91%,0.803,+1.099,+0.648,+91.14%,+91.14%,-22.1,+54.17%,+8.47%,+0.822,+99.87%,+25.39%,120,91,+2.38%,+4.02%,+98.25%,-39.57%,+1.637,+4.02%,65,55,90,+51.11%,+2.61%,"2,718.98","2,448.06",179.79,72.71,2.45,13.53,2.45,+2.72%,+5.64%,30,+63.33%,+8.24%,,,,
india,pead_drift,5,base,"100,000.00","273,091.47",+173.09%,+8.65%,+22.71%,+16.99%,1.291,+1.845,+0.798,+99.74%,+99.74%,-28.45,+54.00%,+17.38%,+0.665,+99.91%,+47.44%,200,120,+4.46%,+8.65%,+202.63%,-40.83%,+2.387,+8.65%,108,92,140,+53.57%,+10.60%,"4,627.96","4,172.98",299.64,123.94,4.17,23.06,4.17,+4.63%,+2.67%,40,+65.00%,+9.60%,20,+35.00%,-6.83%,
india,piotroski_value,1,base,"100,000.00","125,045.30",+25.05%,+20.87%,+25.38%,+16.60%,1.447,+2.046,+1.902,+91.49%,+91.49%,-13.35,+83.33%,+26.82%,+0.642,+55.52%,-0.48%,12,11,+15.69%,+20.87%,+96.75%,-17.36%,+14.678,+20.87%,10,2,10,+80.00%,+23.60%,292.90,265.05,17.98,7.87,0.27,1.46,0.27,+0.29%,+1.17%,2,+100.00%,+7.22%,,,,
india,piotroski_value,2,base,"100,000.00","123,347.22",+23.35%,+15.56%,+11.18%,+12.43%,0.915,+1.281,+0.776,+89.34%,+89.34%,-14.4,+80.00%,+11.60%,+0.439,+35.38%,+0.09%,15,14,+11.09%,+15.56%,+96.75%,-17.36%,+9.648,+15.56%,12,3,11,+81.82%,+20.24%,357.86,323.35,22.47,9.60,0.32,1.79,0.32,+0.36%,+1.53%,4,+75.00%,+2.71%,,,,
india,piotroski_value,3,base,"100,000.00","187,487.84",+87.49%,+30.17%,+23.83%,+12.91%,1.721,+2.434,+2.467,+99.68%,+99.68%,-9.66,+82.76%,+19.81%,+0.484,+47.80%,+25.39%,29,24,+17.68%,+30.17%,+216.17%,-17.36%,+17.656,+30.17%,24,5,25,+84.00%,+34.56%,735.83,667.54,43.45,19.83,0.67,3.69,0.67,+0.74%,+0.84%,4,+75.00%,+2.71%,,,,
india,piotroski_value,5,base,"100,000.00","206,298.25",+106.30%,+20.08%,+15.90%,+11.81%,1.309,+1.853,+1.034,+99.72%,+99.72%,-15.37,+77.36%,+12.59%,+0.405,+53.27%,+47.44%,53,43,+13.71%,+20.04%,+96.75%,-19.55%,+8.662,+20.04%,41,12,34,+70.59%,+22.29%,"1,287.51","1,164.85",79.29,34.60,1.16,6.44,1.16,+1.29%,+1.21%,4,+75.00%,+2.71%,15,+93.33%,+19.54%,
india,piotroski_value_f6,1,base,"100,000.00","106,068.90",+6.07%,+4.33%,+6.14%,+16.14%,0.451,+0.611,+0.476,+67.08%,+67.08%,-12.91,+50.00%,+7.02%,+0.744,+65.04%,-0.21%,14,13,-0.47%,+4.33%,+39.40%,-23.76%,+1.753,+4.33%,7,7,10,+50.00%,+4.56%,317.68,286.05,20.98,8.50,0.29,1.58,0.29,+0.32%,+5.23%,4,+50.00%,+3.77%,,,,
india,piotroski_value_f6,2,base,"100,000.00","108,225.64",+8.23%,+4.33%,+4.07%,+12.37%,0.385,+0.528,+0.323,+70.40%,+70.40%,-12.61,+57.89%,+4.30%,+0.529,+45.22%,+0.37%,19,17,+0.74%,+4.33%,+39.40%,-23.76%,+1.784,+4.33%,11,8,12,+58.33%,+4.82%,431.12,388.21,28.47,11.53,0.39,2.15,0.39,+0.43%,+5.24%,7,+57.14%,+3.48%,,,,
india,piotroski_value_f6,3,base,"100,000.00","178,975.19",+78.98%,+22.56%,+21.89%,+13.20%,1.567,+2.188,+2.541,+99.35%,+99.35%,-8.62,+74.29%,+17.17%,+0.557,+57.86%,+25.73%,35,27,+12.93%,+22.56%,+216.17%,-23.76%,+7.526,+22.56%,26,9,28,+78.57%,+27.33%,860.44,779.01,52.44,23.14,0.78,4.30,0.78,+0.86%,+1.09%,7,+57.14%,+3.48%,,,,
india,piotroski_value_f6,5,base,"100,000.00","196,066.07",+96.07%,+15.15%,+14.70%,+12.97%,1.123,+1.560,+0.677,+99.19%,+99.19%,-21.71,+71.88%,+10.38%,+0.526,+64.43%,+47.84%,64,45,+11.90%,+15.12%,+94.27%,-30.52%,+5.198,+15.12%,46,18,45,+66.67%,+13.32%,"1,510.47","1,364.64",95.03,40.53,1.36,7.54,1.36,+1.51%,+1.57%,7,+57.14%,+3.48%,12,+100.00%,+28.68%,
india,qmj_quality,1,base,"100,000.00","95,071.65",-4.93%,-6.16%,-4.99%,+8.26%,-0.577,-0.627,-0.629,+24.94%,+24.94%,-7.93,+50.00%,-4.73%,+0.208,+28.32%,-0.48%,8,8,-2.35%,-6.16%,+27.71%,-63.93%,+0.465,-6.16%,4,4,3,+0.00%,-9.39%,172.81,155.05,11.99,4.61,0.16,0.86,0.16,+0.17%,-3.51%,5,+80.00%,-4.22%,,,,
india,qmj_quality,2,base,"100,000.00","89,891.24",-10.11%,-9.19%,-5.24%,+6.91%,-0.744,-0.832,-0.418,+9.93%,+9.93%,-12.54,+45.45%,-5.15%,+0.162,+21.78%,+0.09%,11,10,-6.54%,-9.19%,+27.71%,-63.93%,+0.316,-9.19%,5,6,6,+16.67%,-13.33%,234.16,209.86,16.48,6.23,0.21,1.16,0.21,+0.23%,-2.32%,5,+80.00%,-4.22%,,,,
india,qmj_quality,3,base,"100,000.00","113,747.34",+13.75%,+7.64%,+4.48%,+5.78%,0.787,+1.012,+0.454,+88.15%,+88.15%,-9.86,+61.11%,+3.35%,+0.147,+26.66%,+25.39%,18,12,+4.51%,+7.64%,+90.29%,-63.93%,+1.937,+7.64%,11,7,13,+53.85%,+12.20%,414.62,373.74,26.97,11.10,0.37,2.07,0.37,+0.41%,+3.02%,5,+80.00%,-4.22%,,,,
india,qmj_quality,5,base,"100,000.00","148,128.89",+48.13%,+12.04%,+8.33%,+7.85%,1.06,+1.466,+0.593,+98.73%,+98.73%,-14.06,+67.50%,+6.10%,+0.270,+38.55%,+47.44%,40,24,+6.98%,+12.04%,+90.29%,-63.93%,+2.942,+12.04%,27,13,29,+58.62%,+10.85%,939.12,847.67,59.90,25.18,0.85,4.68,0.85,+0.94%,+1.95%,6,+83.33%,+7.33%,5,+100.00%,+24.65%,
india,sloan_low_accruals,1,base,"100,000.00","104,600.17",+4.60%,+2.33%,+4.66%,+17.10%,0.352,+0.496,+0.215,+63.63%,+63.63%,-21.7,+40.00%,+5.83%,+0.920,+99.56%,-0.48%,20,15,-3.97%,+2.41%,+77.09%,-17.56%,+1.404,+2.41%,8,12,20,+40.00%,+2.41%,443.22,398.83,29.53,11.85,0.40,2.20,0.40,+0.44%,+9.63%,,,,,,,
india,sloan_low_accruals,2,base,"100,000.00","91,491.07",-8.51%,-2.25%,-4.39%,+18.09%,-0.158,-0.220,-0.157,+41.23%,+41.23%,-28.02,+42.50%,-3.69%,+1.001,+97.08%,+0.09%,40,24,-5.64%,-1.55%,+46.04%,-32.68%,+0.730,-1.55%,17,23,26,+30.77%,-6.71%,831.50,747.09,56.61,22.19,0.75,4.13,0.75,+0.83%,-9.77%,14,+64.29%,+8.01%,,,,
india,sloan_low_accruals,3,base,"100,000.00","146,742.81",+46.74%,+7.79%,+13.93%,+13.70%,1.021,+1.525,+0.810,+95.95%,+95.95%,-17.19,+56.67%,+7.63%,+0.774,+98.68%,+25.39%,60,29,+3.69%,+7.79%,+99.40%,-41.85%,+2.185,+7.79%,34,26,40,+50.00%,+6.91%,"1,383.01","1,246.70",89.89,37.03,1.25,6.89,1.25,+1.38%,+2.96%,14,+71.43%,+10.11%,6,+66.67%,+8.22%,
india,sloan_low_accruals,5,base,"100,000.00","139,518.49",+39.52%,+4.04%,+7.02%,+16.47%,0.495,+0.696,+0.232,+86.20%,+86.20%,-30.26,+55.00%,+0.01%,+0.918,+98.90%,+47.44%,100,43,+1.74%,+4.13%,+72.13%,-42.57%,+1.615,+4.13%,55,45,67,+50.75%,+3.79%,"2,214.35","1,993.73",146.40,59.21,1.99,11.02,1.99,+2.21%,+5.60%,17,+64.71%,+6.70%,16,+62.50%,+2.83%,
india,str_reversal_trend,1,base,"100,000.00","97,005.54",-2.99%,-0.26%,-3.03%,+21.44%,-0.037,-0.053,-0.167,+48.55%,+48.55%,-18.12,+50.83%,-1.22%,+1.173,+99.04%,-0.48%,120,106,+0.11%,-0.08%,+30.65%,-30.66%,+0.925,-0.08%,61,59,70,+45.71%,-1.23%,"2,599.12","2,336.84",175.29,69.40,2.34,12.91,2.34,+2.60%,-86.80%,50,+58.00%,+1.54%,,,,
india,str_reversal_trend,2,base,"100,000.00","105,924.71",+5.92%,+0.27%,+2.95%,+23.14%,0.241,+0.345,+0.112,+63.29%,+63.29%,-26.35,+49.57%,+4.63%,+1.162,+99.80%,+0.09%,230,177,-0.27%,+0.49%,+41.19%,-35.92%,+1.062,+0.49%,114,116,120,+34.17%,-2.59%,"4,959.16","4,459.50",333.65,132.45,4.46,24.64,4.46,+4.96%,+83.70%,80,+61.25%,+2.60%,30,+80.00%,+7.18%,
india,str_reversal_trend,3,base,"100,000.00","157,023.04",+57.02%,+1.68%,+16.59%,+16.85%,0.995,+1.427,+0.886,+95.39%,+95.39%,-18.72,+54.12%,+9.91%,+0.854,+99.87%,+25.39%,340,230,+1.33%,+1.68%,+41.19%,-35.92%,+1.491,+1.68%,184,156,230,+48.26%,+0.64%,"7,621.22","6,856.58",509.40,203.64,6.86,37.89,6.86,+7.62%,+13.37%,80,+61.25%,+2.60%,30,+80.00%,+7.18%,
india,str_reversal_trend,5,base,"100,000.00","162,090.10",+62.09%,+1.09%,+10.34%,+17.72%,0.644,+0.903,+0.454,+92.18%,+92.18%,-22.77,+49.12%,+4.34%,+0.808,+99.80%,+47.44%,570,297,-0.14%,+1.10%,+46.47%,-39.26%,+1.326,+1.10%,280,290,377,+45.36%,+0.47%,"12,688.23","11,413.00",850.37,338.97,11.41,63.07,11.41,+12.69%,+20.44%,110,+52.73%,+1.25%,83,+61.45%,+3.80%,
india,tsmom_12_1,1,base,"100,000.00","102,603.87",+2.60%,+1.15%,+2.64%,+24.26%,0.229,+0.324,+0.117,+58.97%,+58.97%,-22.55,+54.17%,+4.85%,+1.245,+98.76%,-0.21%,24,23,+2.23%,+1.52%,+41.81%,-40.13%,+1.146,+1.52%,13,11,20,+50.00%,-0.61%,506.07,455.21,33.91,13.52,0.46,2.52,0.46,+0.51%,+19.44%,4,+75.00%,+12.18%,,,,
india,tsmom_12_1,1,invvol2,"100,000.00","104,735.06",+4.74%,+2.98%,+4.79%,+16.70%,0.364,+0.523,+0.336,+64.10%,+64.10%,-14.27,+54.17%,+5.64%,+0.901,+98.76%,-0.21%,24,23,+2.23%,+1.60%,+41.73%,-40.13%,+1.490,+1.60%,13,11,20,+50.00%,-0.61%,358.70,322.85,23.83,9.59,0.32,1.78,0.32,+0.36%,+7.58%,4,+75.00%,+12.66%,,,,
india,tsmom_12_1,1,base,"100,000.00","102,529.90",+2.53%,+1.12%,+2.56%,+24.26%,0.226,+0.319,+0.114,+58.85%,+58.85%,-22.55,+54.17%,+5.13%,+1.242,+98.76%,-0.48%,24,23,+2.23%,+1.49%,+41.73%,-40.13%,+1.144,+1.49%,13,11,20,+50.00%,-0.72%,505.99,455.14,33.91,13.52,0.46,2.52,0.46,+0.51%,+20.00%,4,+75.00%,+12.55%,,,,
india,tsmom_12_1,2,base,"100,000.00","94,079.96",-5.92%,-1.62%,-3.03%,+28.65%,0.036,+0.050,-0.089,+52.00%,+52.00%,-34.17,+48.84%,-0.32%,+1.289,+97.78%,+0.37%,43,37,+0.00%,-0.68%,+51.20%,-51.81%,+0.866,-0.68%,21,21,24,+33.33%,-11.08%,807.35,725.54,54.80,21.55,0.73,4.01,0.73,+0.81%,-13.64%,13,+69.23%,+13.86%,6,+66.67%,+9.41%,
india,tsmom_12_1,2,invvol2,"100,000.00","100,987.33",+0.99%,+0.35%,+0.50%,+20.40%,0.126,+0.179,+0.021,+57.05%,+57.05%,-23.31,+51.16%,+1.59%,+0.951,+97.78%,+0.37%,43,37,+0.35%,-0.51%,+51.20%,-51.81%,+1.032,-0.51%,22,21,24,+33.33%,-11.08%,628.52,565.21,42.27,16.79,0.57,3.12,0.57,+0.63%,+63.66%,13,+76.92%,+14.44%,6,+66.67%,+9.40%,
india,tsmom_12_1,2,base,"100,000.00","94,131.62",-5.87%,-1.60%,-3.01%,+28.65%,0.037,+0.052,-0.088,+52.06%,+52.06%,-34.17,+48.84%,-0.12%,+1.289,+97.78%,+0.09%,43,37,+0.00%,-0.69%,+51.20%,-51.81%,+0.866,-0.69%,21,21,24,+33.33%,-11.14%,807.40,725.59,54.80,21.55,0.73,4.01,0.73,+0.81%,-13.76%,13,+69.23%,+14.00%,6,+66.67%,+9.23%,
india,tsmom_12_1,3,base,"100,000.00","209,024.35",+109.02%,+17.31%,+28.50%,+19.72%,1.371,+1.953,+1.850,+98.80%,+98.80%,-15.4,+69.84%,+22.29%,+0.798,+99.18%,+25.73%,63,45,+14.73%,+17.31%,+113.08%,-41.36%,+4.025,+17.31%,44,19,43,+65.12%,+19.30%,"1,514.40","1,369.04",94.39,40.66,1.37,7.57,1.37,+1.51%,+1.39%,19,+78.95%,+12.93%,1,+100.00%,+14.73%,
india,tsmom_12_1,3,invvol2,"100,000.00","176,498.26",+76.50%,+17.91%,+21.31%,+14.92%,1.37,+1.951,+1.651,+98.83%,+98.83%,-12.91,+69.84%,+16.25%,+0.621,+99.18%,+25.73%,63,45,+14.73%,+17.34%,+113.08%,-41.36%,+4.253,+17.34%,44,19,43,+65.12%,+19.30%,"1,029.46",930.81,64.00,27.65,0.93,5.14,0.93,+1.03%,+1.35%,19,+78.95%,+13.03%,1,+100.00%,+14.73%,
india,tsmom_12_1,3,base,"100,000.00","209,129.60",+109.13%,+17.32%,+28.52%,+19.72%,1.372,+1.954,+1.852,+98.81%,+98.81%,-15.4,+69.84%,+22.40%,+0.798,+99.18%,+25.39%,63,45,+14.50%,+17.32%,+113.08%,-41.36%,+4.045,+17.32%,44,19,43,+65.12%,+19.30%,"1,514.51","1,369.15",94.39,40.66,1.37,7.57,1.37,+1.51%,+1.39%,19,+78.95%,+13.01%,1,+100.00%,+14.32%,
india,tsmom_12_1,5,base,"100,000.00","361,379.71",+261.38%,+25.13%,+29.92%,+15.30%,1.788,+2.704,+0.884,+100.00%,+100.00%,-33.85,+65.38%,+24.90%,+0.574,+99.75%,+47.84%,104,71,+15.78%,+25.13%,+301.09%,-81.96%,+4.015,+25.13%,68,36,67,+64.18%,+20.10%,"2,584.48","2,341.50",155.82,69.54,2.34,12.94,2.34,+2.58%,+0.99%,18,+66.67%,+10.40%,19,+68.42%,+56.83%,
india,tsmom_12_1,5,invvol2,"100,000.00","273,651.16",+173.65%,+24.24%,+22.76%,+12.29%,1.731,+2.583,+0.939,+99.99%,+99.99%,-24.23,+65.38%,+18.50%,+0.481,+99.75%,+47.84%,104,71,+15.78%,+25.13%,+301.09%,-81.96%,+3.843,+25.13%,68,36,67,+64.18%,+20.10%,"1,773.35","1,606.24",107.31,47.71,1.61,8.88,1.61,+1.77%,+1.02%,18,+66.67%,+10.40%,19,+68.42%,+56.83%,
india,tsmom_12_1,5,base,"100,000.00","361,283.31",+261.28%,+25.12%,+29.91%,+15.30%,1.787,+2.704,+0.884,+100.00%,+100.00%,-33.85,+64.42%,+24.93%,+0.573,+99.75%,+47.44%,104,71,+15.78%,+25.12%,+301.09%,-81.96%,+4.013,+25.12%,67,37,67,+64.18%,+20.10%,"2,584.38","2,341.40",155.82,69.54,2.34,12.94,2.34,+2.58%,+0.99%,18,+61.11%,+10.37%,19,+68.42%,+56.81%,
us,betting_against_beta,1,base,"100,000.00","107,697.37",+7.70%,+3.85%,+7.76%,+13.79%,0.611,+0.913,+0.729,+72.88%,+72.88%,-10.64,+60.00%,+11.68%,-0.130,+98.41%,+21.22%,20,15,+1.67%,+3.85%,+40.54%,-15.60%,+2.311,+3.85%,12,8,20,+60.00%,+3.85%,40.77,,,,,,,+0.04%,+0.53%,,,,,,,40.77
us,betting_against_beta,2,base,"100,000.00","110,602.86",+10.60%,+2.66%,+5.21%,+13.84%,0.436,+0.628,+0.519,+72.98%,+72.98%,-10.03,+55.00%,+4.11%,+0.095,+99.20%,+47.92%,40,28,+1.04%,+2.67%,+40.60%,-25.35%,+1.572,+2.67%,22,18,40,+55.00%,+2.67%,80.80,,,,,,,+0.08%,+0.76%,,,,,,,80.80
us,betting_against_beta,3,base,"100,000.00","112,167.64",+12.17%,+2.04%,+3.93%,+13.12%,0.36,+0.516,+0.418,+73.22%,+73.22%,-9.41,+55.00%,+2.17%,+0.124,+99.47%,+78.49%,60,38,+2.35%,+2.09%,+42.41%,-27.50%,+1.451,+2.09%,33,27,60,+55.00%,+2.09%,120.25,,,,,,,+0.12%,+0.99%,,,,,,,120.25
us,betting_against_beta,5,base,"100,000.00","106,547.72",+6.55%,+0.66%,+1.28%,+13.60%,0.162,+0.225,+0.071,+64.07%,+64.07%,-18.08,+51.00%,-1.15%,+0.242,+99.84%,+84.89%,100,50,+0.40%,+0.74%,+44.30%,-25.77%,+1.138,+0.74%,51,49,90,+52.22%,+1.11%,198.30,,,,,,,+0.20%,+3.03%,10,+40.00%,-2.66%,,,,198.30
us,conservative_investment,1,base,"100,000.00","114,620.82",+14.62%,+7.31%,+14.75%,+16.53%,0.915,+1.317,+1.150,+81.72%,+81.72%,-12.82,+60.00%,+4.07%,+0.550,+99.60%,+21.22%,20,16,+1.88%,+7.31%,+70.44%,-34.96%,+2.210,+7.31%,12,8,20,+60.00%,+7.31%,41.46,,,,,,,+0.04%,+0.28%,,,,,,,41.46
us,conservative_investment,2,base,"100,000.00","121,639.62",+21.64%,+5.48%,+10.38%,+17.62%,0.648,+0.941,+0.554,+81.90%,+81.90%,-18.72,+50.00%,-0.84%,+0.581,+98.96%,+47.92%,40,30,+0.23%,+5.77%,+83.05%,-33.17%,+1.884,+5.77%,20,20,38,+52.63%,+6.91%,81.20,,,,,,,+0.08%,+0.38%,,,,2,+0.00%,-15.95%,81.20
us,conservative_investment,3,base,"100,000.00","120,486.37",+20.49%,+3.47%,+6.46%,+17.15%,0.451,+0.642,+0.269,+78.10%,+78.10%,-24.04,+50.00%,-4.80%,+0.613,+98.79%,+78.49%,60,34,+0.74%,+3.81%,+76.95%,-52.94%,+1.561,+3.81%,30,30,57,+50.88%,+4.48%,120.05,,,,,,,+0.12%,+0.59%,1,+100.00%,+5.45%,2,+0.00%,-15.95%,120.05
us,conservative_investment,5,base,"100,000.00","128,629.00",+28.63%,+2.86%,+5.20%,+16.28%,0.393,+0.551,+0.188,+80.85%,+80.85%,-27.7,+53.00%,-1.44%,+0.567,+97.21%,+84.89%,100,49,+0.67%,+2.86%,+77.00%,-53.30%,+1.435,+2.86%,53,47,78,+51.28%,+3.73%,202.86,,,,,,,+0.20%,+0.71%,14,+57.14%,+0.97%,8,+62.50%,-2.29%,202.86
us,downside_risk,1,base,"100,000.00","114,913.88",+14.91%,+7.46%,+15.04%,+12.29%,1.202,+1.852,+1.706,+88.51%,+88.51%,-8.82,+65.00%,+18.31%,-0.101,+98.41%,+21.22%,20,16,+6.99%,+7.46%,+49.52%,-18.72%,+3.600,+7.46%,13,7,20,+65.00%,+7.46%,41.49,,,,,,,+0.04%,+0.28%,,,,,,,41.49
us,downside_risk,2,base,"100,000.00","105,628.23",+5.63%,+1.44%,+2.80%,+13.83%,0.269,+0.373,+0.204,+64.69%,+64.69%,-13.73,+55.00%,+1.26%,+0.117,+99.20%,+47.92%,40,30,+2.46%,+1.73%,+49.68%,-36.09%,+1.271,+1.73%,22,18,40,+55.00%,+1.73%,78.66,,,,,,,+0.08%,+1.40%,,,,,,,78.66
us,downside_risk,3,base,"100,000.00","124,758.22",+24.76%,+4.13%,+7.72%,+11.90%,0.684,+0.985,+0.573,+87.96%,+87.96%,-13.47,+58.33%,+6.46%,+0.091,+99.47%,+78.49%,60,42,+3.70%,+4.13%,+51.94%,-36.87%,+1.985,+4.13%,35,25,60,+58.33%,+4.13%,122.48,,,,,,,+0.12%,+0.49%,,,,,,,122.48
us,downside_risk,5,base,"100,000.00","136,510.68",+36.51%,+3.67%,+6.46%,+12.49%,0.564,+0.796,+0.509,+89.42%,+89.42%,-12.69,+58.00%,+2.73%,+0.314,+99.84%,+84.89%,100,62,+2.96%,+3.55%,+50.71%,-25.05%,+2.007,+3.55%,58,42,90,+57.78%,+3.54%,202.72,,,,,,,+0.20%,+0.56%,10,+60.00%,+3.64%,,,,202.72
