effective_date,symbol
2017-03-31,SJVN.NS
2017-03-31,SPARC.NS
2017-03-31,SRF.NS
2017-03-31,SUNCLAYLTD.NS
2017-03-31,SUNDARMFIN.NS
2017-03-31,SUNDRMFAST.NS
2017-03-31,SUNTV.NS
2017-03-31,SUPREMEIND.NS
2017-03-31,SUZLON.NS
2017-03-31,SYMPHONY.NS
2017-03-31,SYNGENE.NS
2017-03-31,TATACOMM.NS
2017-03-31,TATACONSUM.NS
2017-03-31,THERMAX.NS
2017-03-31,TORNTPHARM.NS
2017-03-31,TORNTPOWER.NS
2017-03-31,TTKPRESTIG.NS
2017-03-31,TV18BRDCST.NS
2017-03-31,TVSMOTOR.NS
2017-03-31,UBL.NS
2017-03-31,UTISENSETF.NS
2017-03-31,VAKRANGEE.NS
2017-03-31,VBL.NS
2017-03-31,VHLTD.NS
2017-03-31,VICEROY.NS
2017-03-31,VOLTAS.NS
2017-03-31,WELSPUNIND.NS
2017-03-31,WELSPUNLIV.NS
2017-03-31,WHIRLPOOL.NS
2017-03-31,WOCKPHARMA.NS
2017-09-30,3MINDIA.NS
2017-09-30,ABB.NS
2017-09-30,ABBOTINDIA.NS
2017-09-30,ADANIENSOL.NS
2017-09-30,ADANIPOWER.NS
2017-09-30,ADANITRANS.NS
2017-09-30,AIAENG.NS
2017-09-30,AJANTPHARM.NS
2017-09-30,AKZOINDIA.NS
2017-09-30,ALKEM.NS
2017-09-30,AMARAJABAT.NS
2017-09-30,APLLTD.NS
2017-09-30,APOLLOHOSP.NS
2017-09-30,APOLLOTYRE.NS
2017-09-30,ARE&M.NS
2017-09-30,ASHOKLEY.NS
2017-09-30,AUBANK.NS
2017-09-30,BAJAJHLDNG.NS
2017-09-30,BALKRISIND.NS
2017-09-30,BAYERCROP.NS
2017-09-30,BERGEPAINT.NS
2017-09-30,BHARATFORG.NS
2017-09-30,BIOCON.NS
2017-09-30,BLUEDART.NS
2017-09-30,CASTROLIND.NS
2017-09-30,CENTRALBK.NS
2017-09-30,CESC.NS
2017-09-30,CHOLAFIN.NS
2017-09-30,CHOLAHLDNG.NS
2017-09-30,CIEINDIA.NS
2017-09-30,COLPAL.NS
2017-09-30,CONCOR.NS
2017-09-30,COROMANDEL.NS
2017-09-30,CPSEETF.NS
2017-09-30,CRISIL.NS
2017-09-30,CROMPTON.NS
2017-09-30,CUMMINSIND.NS
2017-09-30,DALBHARAT.NS
2017-09-30,DHFL.NS
2017-09-30,DISHTV.NS
2017-09-30,DIVISLAB.NS
2017-09-30,EDELWEISS.NS
2017-09-30,EMAMILTD.NS
2017-09-30,ENDURANCE.NS
2017-09-30,ENGINERSIN.NS
2017-09-30,ERIS.NS
2017-09-30,EXIDEIND.NS
2017-09-30,FEDERALBNK.NS
2017-09-30,FINCABLES.NS
2017-09-30,FORTIS.NS
2017-09-30,FRETAIL.NS
2017-09-30,GET&D.NS
2017-09-30,GILLETTE.NS
2017-09-30,GLAXO.NS
2017-09-30,GLENMARK.NS
2017-09-30,GMRAIRPORT.NS
